order_id,order_date,region,product,quantity,unit_price,revenue
11062,2027-01-21,North,Tablet,3,500,1500
11063,2028-03-16,South,Monitor,4,1500,6000
11064,2032-06-13,North,Monitor,1,1500,1500
11065,2034-02-16,North,Laptop,1,2000,2000
11066,2023-02-24,South,Smartphone,5,500,2500
11067,2027-12-29,East,Smartphone,1,1500,1500
11068,2032-06-24,West,Keyboard,2,1500,3000
11069,2031-06-07,South,Laptop,2,800,1600
11070,2025-04-12,East,Keyboard,3,800,2400
11071,2035-01-26,South,Keyboard,1,500,500
11072,2030-09-07,East,Monitor,5,2000,10000
11073,2029-10-26,South,Keyboard,5,500,2500
11074,2023-11-24,East,Keyboard,4,500,2000
11075,2032-01-24,South,Monitor,3,800,2400
11076,2032-01-14,East,Smartphone,5,800,4000
11077,2033-01-23,South,Tablet,4,2000,8000
11078,2031-05-13,West,Accessories,5,1500,7500
11079,2028-11-13,West,Keyboard,4,2000,8000
11080,2026-08-04,North,Tablet,2,1500,3000
11081,2031-09-27,East,Monitor,2,1200,2400
11082,2029-12-13,South,Tablet,5,800,4000
11083,2033-11-27,East,Accessories,3,1200,3600
11084,2035-06-14,West,Tablet,1,1200,1200
11085,2023-06-14,East,Tablet,3,800,2400
11086,2034-09-17,South,Tablet,3,1200,3600
11087,2025-04-02,East,Tablet,1,500,500
11088,2025-08-01,South,Laptop,2,1500,3000
11089,2035-02-12,West,Keyboard,2,2000,4000
11090,2025-02-13,West,Monitor,1,800,800
11091,2029-01-07,West,Accessories,4,500,2000
11092,2031-08-23,North,Monitor,3,2000,6000
11093,2034-08-13,West,Laptop,5,2000,10000
11094,2033-02-12,East,Laptop,2,2000,4000
11095,2032-06-14,North,Laptop,5,1200,6000
11096,2025-07-03,West,Keyboard,1,1200,1200
11097,2026-08-01,East,Laptop,5,1200,6000
11098,2034-06-09,East,Tablet,5,1200,6000
11099,2024-05-28,East,Monitor,3,500,1500
11100,2028-04-04,South,Smartphone,1,1200,1200
11101,2032-11-03,North,Accessories,5,800,4000
11102,2036-04-03,East,Laptop,2,2000,4000
11103,2026-11-10,South,Monitor,1,500,500
11104,2036-02-24,West,Laptop,2,1200,2400
11105,2035-07-03,East,Keyboard,4,2000,8000
11106,2031-09-26,South,Laptop,5,500,2500
11107,2035-04-19,East,Laptop,1,2000,2000
11108,2027-04-05,North,Laptop,2,500,1000
11109,2025-03-15,North,Laptop,5,1500,7500
11110,2026-07-03,West,Accessories,3,500,1500
11111,2032-10-17,East,Monitor,2,1200,2400
11112,2030-12-11,South,Keyboard,2,2000,4000
11113,2026-10-19,West,Laptop,4,2000,8000
11114,2035-11-02,East,Laptop,3,2000,6000
11115,2030-07-24,West,Laptop,4,800,3200
11116,2030-05-03,South,Laptop,3,800,2400
11117,2028-10-07,West,Tablet,2,1200,2400
11118,2034-07-25,West,Tablet,4,1500,6000
11119,2036-03-24,West,Smartphone,5,800,4000
11120,2030-07-31,East,Laptop,3,500,1500
11121,2033-10-28,South,Smartphone,2,1200,2400
11122,2031-09-22,North,Accessories,1,1500,1500
11123,2031-12-25,East,Smartphone,3,500,1500
11124,2030-01-17,North,Monitor,3,2000,6000
11125,2035-08-22,North,Tablet,5,800,4000
11126,2030-02-12,East,Tablet,3,500,1500
11127,2034-01-16,East,Laptop,3,1500,4500
11128,2023-08-25,South,Laptop,5,1200,6000
11129,2026-07-28,South,Accessories,5,500,2500
11130,2032-05-23,West,Keyboard,4,1200,4800
11131,2026-07-25,North,Accessories,2,2000,4000
11132,2029-12-16,South,Monitor,2,1500,3000
11133,2028-08-13,West,Laptop,4,1500,6000
11134,2024-03-17,South,Laptop,2,800,1600
11135,2028-09-07,East,Accessories,3,1500,4500
11136,2031-09-16,South,Accessories,4,500,2000
11137,2030-04-11,North,Accessories,4,500,2000
11138,2033-05-26,South,Tablet,2,500,1000
11139,2025-03-15,North,Smartphone,1,2000,2000
11140,2023-03-16,East,Smartphone,2,1500,3000
11141,2028-12-15,North,Laptop,1,1500,1500
11142,2033-09-29,South,Tablet,4,500,2000
11143,2028-09-20,West,Accessories,1,800,800
11144,2023-02-10,East,Laptop,3,800,2400
11145,2028-09-12,South,Tablet,5,1500,7500
11146,2035-10-28,East,Monitor,1,1500,1500
11147,2027-06-11,East,Keyboard,5,1200,6000
11148,2023-12-08,South,Tablet,3,1500,4500
11149,2034-02-04,South,Laptop,5,500,2500
11150,2028-09-05,West,Smartphone,3,2000,6000
11151,2024-10-07,East,Accessories,5,1500,7500
11152,2036-03-19,East,Keyboard,5,1500,7500
11153,2034-09-03,South,Monitor,2,500,1000
11154,2024-09-01,North,Keyboard,1,1200,1200
11155,2024-03-30,South,Keyboard,5,1500,7500
11156,2031-02-01,East,Tablet,4,800,3200
11157,2027-09-05,South,Laptop,2,800,1600
11158,2032-07-04,West,Laptop,1,800,800
11159,2031-02-17,North,Keyboard,2,2000,4000
11160,2031-04-17,South,Accessories,1,2000,2000
11161,2036-02-19,West,Laptop,3,1500,4500
11162,2030-05-05,East,Keyboard,5,1500,7500
11163,2032-12-08,South,Laptop,4,1500,6000
11164,2034-07-27,East,Accessories,2,2000,4000
11165,2031-05-26,West,Monitor,2,1500,3000
11166,2026-10-18,East,Keyboard,2,500,1000
11167,2033-05-04,West,Smartphone,2,1200,2400
11168,2030-11-06,West,Smartphone,5,800,4000
11169,2036-02-10,West,Keyboard,1,800,800
11170,2032-03-17,South,Tablet,5,500,2500
11171,2036-05-21,East,Monitor,3,1500,4500
11172,2034-04-17,East,Tablet,5,2000,10000
11173,2023-05-29,North,Smartphone,5,1500,7500
11174,2033-07-17,North,Accessories,3,1500,4500
11175,2028-08-20,North,Keyboard,5,800,4000
11176,2026-02-10,North,Laptop,1,800,800
11177,2023-07-06,East,Smartphone,4,2000,8000
11178,2030-10-25,West,Monitor,3,800,2400
11179,2026-06-04,West,Smartphone,2,1500,3000
11180,2026-08-26,South,Monitor,1,500,500
11181,2034-06-25,West,Monitor,4,2000,8000
11182,2034-05-13,East,Keyboard,1,500,500
11183,2030-06-04,East,Monitor,1,1500,1500
11184,2036-04-15,East,Tablet,2,2000,4000
11185,2035-04-29,South,Accessories,4,500,2000
11186,2027-11-21,North,Smartphone,1,2000,2000
11187,2025-01-20,West,Accessories,2,1500,3000
11188,2027-10-29,East,Laptop,3,2000,6000
11189,2033-09-25,East,Smartphone,2,1500,3000
11190,2035-03-19,North,Accessories,5,2000,10000
11191,2024-04-26,East,Accessories,2,2000,4000
11192,2023-06-03,West,Keyboard,2,800,1600
11193,2027-03-05,South,Keyboard,2,1500,3000
11194,2028-10-21,East,Laptop,1,1200,1200
11195,2029-06-01,West,Monitor,4,2000,8000
11196,2026-05-25,East,Smartphone,2,500,1000
11197,2023-03-02,North,Keyboard,2,800,1600
11198,2025-07-27,East,Smartphone,5,800,4000
11199,2027-06-28,East,Laptop,5,2000,10000
11200,2034-04-13,South,Keyboard,3,1200,3600
11201,2034-07-28,North,Keyboard,3,800,2400
11202,2032-10-09,North,Monitor,5,1500,7500
11203,2026-06-06,South,Smartphone,4,2000,8000
11204,2034-07-05,East,Smartphone,3,2000,6000
11205,2023-06-21,West,Smartphone,4,1200,4800
11206,2026-12-29,North,Monitor,5,1500,7500
11207,2032-09-19,North,Keyboard,3,1500,4500
11208,2034-06-29,East,Laptop,2,1200,2400
11209,2029-05-11,East,Smartphone,5,500,2500
11210,2027-06-25,North,Accessories,3,1500,4500
11211,2031-07-13,East,Monitor,4,500,2000
11212,2034-03-14,West,Tablet,4,500,2000
11213,2031-03-24,North,Laptop,3,2000,6000
11214,2023-11-26,West,Accessories,4,2000,8000
11215,2032-12-19,West,Smartphone,3,800,2400
11216,2033-08-30,East,Tablet,3,2000,6000
11217,2034-03-31,West,Laptop,4,1500,6000
11218,2026-09-03,East,Monitor,1,1500,1500
11219,2033-01-11,South,Tablet,2,500,1000
11220,2023-08-04,East,Keyboard,5,1500,7500
11221,2023-12-05,West,Tablet,2,2000,4000
11222,2034-02-14,South,Accessories,5,2000,10000
11223,2030-06-01,East,Laptop,5,2000,10000
11224,2031-08-19,West,Accessories,2,1200,2400
11225,2027-10-17,North,Accessories,3,1500,4500
11226,2029-08-18,North,Smartphone,4,800,3200
11227,2024-12-10,East,Monitor,1,1500,1500
11228,2033-03-15,East,Tablet,1,1500,1500
11229,2032-12-21,North,Laptop,1,1200,1200
11230,2033-12-07,West,Keyboard,2,1500,3000
11231,2024-05-03,West,Monitor,2,500,1000
11232,2023-02-16,West,Monitor,3,2000,6000
11233,2032-03-13,East,Laptop,1,2000,2000
11234,2036-05-05,South,Monitor,3,1200,3600
11235,2036-02-28,South,Smartphone,1,2000,2000
11236,2024-02-05,South,Monitor,2,500,1000
11237,2033-12-04,South,Smartphone,4,1200,4800
11238,2031-08-24,South,Tablet,4,800,3200
11239,2034-11-24,East,Tablet,4,2000,8000
11240,2024-01-26,East,Accessories,4,1500,6000
11241,2033-07-20,South,Smartphone,5,500,2500
11242,2035-02-17,East,Keyboard,1,500,500
11243,2024-09-20,East,Tablet,4,2000,8000
11244,2034-08-03,South,Monitor,5,800,4000
11245,2031-01-09,West,Laptop,5,1500,7500
11246,2027-03-02,East,Laptop,5,800,4000
11247,2025-04-06,West,Smartphone,3,800,2400
11248,2036-03-15,East,Keyboard,3,2000,6000
11249,2027-02-09,East,Accessories,5,1500,7500
11250,2032-01-08,South,Monitor,4,2000,8000
11251,2029-08-16,East,Smartphone,1,2000,2000
11252,2025-07-23,North,Laptop,2,500,1000
11253,2031-05-01,North,Smartphone,3,2000,6000
11254,2035-04-25,South,Monitor,4,1200,4800
11255,2027-01-06,West,Keyboard,4,1500,6000
11256,2032-10-01,West,Keyboard,2,500,1000
11257,2024-09-06,West,Tablet,2,1500,3000
11258,2026-03-28,North,Monitor,4,500,2000
11259,2031-10-29,West,Tablet,2,1200,2400
11260,2030-04-21,West,Tablet,4,2000,8000
11261,2023-05-11,South,Tablet,2,500,1000
11262,2031-03-03,West,Smartphone,2,500,1000
11263,2034-09-18,North,Laptop,4,500,2000
11264,2035-03-18,North,Keyboard,5,1200,6000
11265,2023-02-08,North,Smartphone,4,1500,6000
11266,2033-11-03,South,Laptop,1,1200,1200
11267,2032-10-27,South,Keyboard,2,500,1000
11268,2025-07-09,East,Monitor,3,500,1500
11269,2030-08-01,West,Keyboard,2,2000,4000
11270,2034-04-04,South,Keyboard,1,1200,1200
11271,2024-05-07,North,Keyboard,3,1200,3600
11272,2026-02-05,North,Accessories,3,800,2400
11273,2032-08-22,South,Monitor,4,1500,6000
11274,2023-11-07,South,Smartphone,5,800,4000
11275,2025-01-08,South,Smartphone,4,800,3200
11276,2031-11-16,East,Laptop,3,1500,4500
11277,2024-06-29,North,Smartphone,3,2000,6000
11278,2029-09-27,East,Tablet,5,2000,10000
11279,2034-11-25,East,Keyboard,2,1500,3000
11280,2036-04-16,West,Smartphone,5,1500,7500
11281,2027-12-10,North,Laptop,4,1200,4800
11282,2031-10-18,North,Laptop,2,1200,2400
11283,2033-06-07,South,Tablet,4,1200,4800
11284,2025-03-24,South,Laptop,5,1200,6000
11285,2034-04-17,West,Accessories,2,500,1000
11286,2028-07-25,East,Keyboard,5,500,2500
11287,2035-07-09,South,Keyboard,1,2000,2000
11288,2035-01-31,South,Keyboard,3,500,1500
11289,2023-09-02,North,Monitor,2,500,1000
11290,2036-04-05,North,Smartphone,3,1200,3600
11291,2036-02-14,South,Accessories,1,1200,1200
11292,2023-09-29,North,Smartphone,2,1500,3000
11293,2032-08-12,West,Accessories,3,1200,3600
11294,2027-11-07,South,Smartphone,3,1500,4500
11295,2026-06-16,North,Tablet,2,1500,3000
11296,2029-08-21,West,Laptop,3,500,1500
11297,2034-12-10,North,Laptop,3,1200,3600
11298,2025-07-09,North,Tablet,2,500,1000
11299,2032-05-23,North,Accessories,3,1200,3600
11300,2035-02-22,South,Monitor,3,500,1500
11301,2035-04-12,East,Accessories,4,500,2000
11302,2030-03-09,North,Laptop,4,500,2000
11303,2033-04-18,West,Monitor,1,2000,2000
11304,2028-08-12,South,Smartphone,4,500,2000
11305,2032-08-01,South,Monitor,4,800,3200
11306,2026-03-11,West,Accessories,1,800,800
11307,2024-01-11,North,Tablet,3,800,2400
11308,2028-07-26,East,Smartphone,3,1500,4500
11309,2023-05-26,North,Accessories,4,500,2000
11310,2035-01-06,West,Smartphone,1,800,800
11311,2024-03-07,South,Monitor,3,1500,4500
11312,2024-12-05,East,Laptop,5,800,4000
11313,2030-03-17,South,Accessories,2,1200,2400
11314,2035-04-22,West,Tablet,2,2000,4000
11315,2025-08-21,North,Monitor,2,500,1000
11316,2029-02-12,East,Accessories,4,2000,8000
11317,2028-08-03,South,Tablet,2,2000,4000
11318,2028-01-03,South,Accessories,2,1200,2400
11319,2028-10-09,South,Monitor,5,1200,6000
11320,2034-02-20,North,Accessories,3,1200,3600
11321,2025-07-27,East,Smartphone,5,1500,7500
11322,2036-02-27,North,Monitor,4,800,3200
11323,2025-03-17,North,Accessories,2,500,1000
11324,2027-01-03,North,Laptop,3,1200,3600
11325,2032-05-08,West,Accessories,2,500,1000
11326,2023-01-11,West,Smartphone,2,500,1000
11327,2028-02-12,West,Tablet,4,500,2000
11328,2036-04-29,East,Tablet,2,1200,2400
11329,2025-06-03,North,Tablet,1,1200,1200
11330,2032-10-04,North,Laptop,3,800,2400
11331,2026-10-21,West,Smartphone,3,1200,3600
11332,2032-04-24,North,Monitor,1,1200,1200
11333,2034-10-31,North,Tablet,4,500,2000
11334,2025-04-04,South,Smartphone,2,800,1600
11335,2029-03-15,North,Accessories,2,2000,4000
11336,2025-07-25,South,Laptop,3,1200,3600
11337,2030-09-01,North,Smartphone,4,1200,4800
11338,2029-12-28,East,Smartphone,4,2000,8000
11339,2033-07-12,West,Monitor,4,500,2000
11340,2027-12-02,South,Smartphone,2,800,1600
11341,2023-02-23,West,Monitor,4,500,2000
11342,2024-12-27,South,Laptop,1,1500,1500
11343,2030-06-29,South,Laptop,5,1200,6000
11344,2031-09-06,South,Accessories,4,1500,6000
11345,2028-03-28,East,Monitor,5,1200,6000
11346,2027-05-16,North,Monitor,2,1500,3000
11347,2028-03-29,South,Tablet,4,2000,8000
11348,2029-10-02,East,Tablet,3,1200,3600
11349,2030-06-30,South,Accessories,2,1200,2400
11350,2025-04-29,North,Laptop,1,1500,1500
11351,2028-10-10,South,Keyboard,1,800,800
11352,2023-01-03,East,Tablet,5,1500,7500
11353,2034-08-26,North,Smartphone,5,1200,6000
11354,2034-02-21,East,Laptop,3,1200,3600
11355,2036-05-08,North,Keyboard,3,800,2400
11356,2025-06-11,North,Smartphone,1,500,500
11357,2028-07-23,West,Monitor,4,800,3200
11358,2031-08-27,West,Laptop,1,500,500
11359,2029-07-04,West,Accessories,1,1200,1200
11360,2035-10-20,North,Monitor,3,2000,6000
11361,2028-04-17,South,Monitor,5,2000,10000
11362,2026-10-12,East,Smartphone,3,1500,4500
11363,2033-01-29,East,Monitor,3,800,2400
11364,2026-07-14,East,Tablet,3,800,2400
11365,2027-06-29,West,Laptop,1,2000,2000
11366,2030-05-06,North,Tablet,4,500,2000
11367,2025-09-14,West,Smartphone,1,800,800
11368,2026-05-03,South,Keyboard,2,500,1000
11369,2026-09-17,North,Smartphone,3,500,1500
11370,2034-09-05,East,Laptop,3,500,1500
11371,2035-08-22,West,Monitor,2,500,1000
11372,2034-04-28,West,Accessories,3,1500,4500
11373,2027-04-10,South,Smartphone,3,1500,4500
11374,2026-11-19,South,Laptop,3,2000,6000
11375,2025-08-12,West,Accessories,2,1500,3000
11376,2025-09-10,South,Monitor,1,800,800
11377,2025-09-01,East,Keyboard,3,1500,4500
11378,2034-04-26,South,Smartphone,4,800,3200
11379,2033-11-16,South,Keyboard,2,800,1600
11380,2025-07-02,West,Laptop,5,500,2500
11381,2035-06-16,West,Keyboard,2,2000,4000
11382,2023-02-06,North,Keyboard,1,500,500
11383,2032-04-10,North,Laptop,2,500,1000
11384,2027-09-08,West,Laptop,5,1500,7500
11385,2031-04-09,South,Smartphone,4,1500,6000
11386,2025-03-06,South,Keyboard,5,800,4000
11387,2034-01-19,North,Accessories,2,1500,3000
11388,2035-11-02,North,Laptop,5,1500,7500
11389,2031-07-09,North,Monitor,2,1200,2400
11390,2026-08-17,East,Keyboard,4,800,3200
11391,2023-11-14,East,Laptop,4,800,3200
11392,2029-07-24,North,Accessories,1,1200,1200
11393,2028-12-02,South,Smartphone,4,800,3200
11394,2030-07-08,North,Keyboard,3,2000,6000
11395,2027-05-11,East,Laptop,5,2000,10000
11396,2031-07-09,South,Laptop,5,1200,6000
11397,2033-10-05,East,Monitor,2,1500,3000
11398,2028-06-19,South,Monitor,4,2000,8000
11399,2026-08-05,East,Keyboard,1,1200,1200
11400,2026-07-09,South,Laptop,1,2000,2000
11401,2034-10-21,South,Keyboard,1,500,500
11402,2029-07-11,South,Laptop,3,1200,3600
11403,2031-11-14,South,Monitor,4,800,3200
11404,2028-11-09,West,Accessories,1,2000,2000
11405,2027-09-01,East,Tablet,3,800,2400
11406,2023-12-29,East,Tablet,5,1200,6000
11407,2030-02-17,West,Laptop,2,2000,4000
11408,2027-09-13,South,Monitor,4,800,3200
11409,2035-03-10,South,Smartphone,4,1500,6000
11410,2034-09-26,East,Smartphone,5,1500,7500
11411,2033-03-27,West,Tablet,4,500,2000
11412,2029-10-05,South,Accessories,4,1200,4800
11413,2036-02-17,South,Tablet,4,800,3200
11414,2024-07-10,South,Laptop,4,500,2000
11415,2025-04-05,North,Accessories,3,1200,3600
11416,2030-09-09,West,Smartphone,3,1500,4500
11417,2035-05-19,South,Monitor,2,800,1600
11418,2030-06-12,North,Monitor,4,2000,8000
11419,2032-08-09,West,Laptop,5,1500,7500
11420,2033-03-30,South,Tablet,1,2000,2000
11421,2027-04-24,East,Laptop,2,2000,4000
11422,2033-12-12,North,Monitor,1,800,800
11423,2028-10-30,North,Smartphone,1,800,800
11424,2029-07-31,South,Monitor,4,2000,8000
11425,2032-02-12,South,Accessories,5,500,2500
11426,2024-08-11,North,Keyboard,1,2000,2000
11427,2028-07-05,East,Monitor,1,2000,2000
11428,2027-03-28,East,Monitor,2,800,1600
11429,2023-10-22,West,Keyboard,5,1200,6000
11430,2028-06-08,South,Accessories,5,1500,7500
11431,2031-07-15,East,Tablet,1,800,800
11432,2027-08-18,West,Monitor,5,500,2500
11433,2026-02-10,East,Laptop,2,1500,3000
11434,2028-08-26,South,Monitor,2,800,1600
11435,2035-03-14,West,Laptop,2,800,1600
11436,2036-02-17,West,Accessories,4,1200,4800
11437,2035-06-10,West,Monitor,1,500,500
11438,2036-01-23,East,Accessories,5,500,2500
11439,2025-10-04,South,Accessories,2,800,1600
11440,2029-11-19,West,Tablet,1,1200,1200
11441,2032-08-27,North,Monitor,1,800,800
11442,2035-10-26,South,Laptop,4,2000,8000
11443,2026-06-01,North,Laptop,5,2000,10000
11444,2033-09-07,North,Monitor,5,1200,6000
11445,2026-12-06,West,Keyboard,2,800,1600
11446,2024-07-25,West,Tablet,2,1200,2400
11447,2029-07-10,East,Tablet,1,800,800
11448,2026-05-30,East,Tablet,5,800,4000
11449,2028-09-15,East,Laptop,5,2000,10000
11450,2023-10-05,South,Accessories,2,1500,3000
11451,2028-03-02,East,Keyboard,3,500,1500
11452,2035-07-16,North,Tablet,1,500,500
11453,2026-06-19,East,Laptop,5,1200,6000
11454,2036-03-19,West,Laptop,4,500,2000
11455,2025-11-06,East,Accessories,4,2000,8000
11456,2025-07-06,South,Monitor,3,1500,4500
11457,2025-06-04,South,Monitor,2,800,1600
11458,2030-07-15,North,Tablet,2,800,1600
11459,2023-01-22,South,Tablet,2,2000,4000
11460,2035-07-06,East,Keyboard,4,500,2000
11461,2031-09-27,West,Accessories,2,800,1600
11462,2029-06-11,South,Tablet,4,500,2000
11463,2036-02-21,North,Accessories,3,2000,6000
11464,2024-11-17,East,Laptop,1,800,800
11465,2023-10-12,North,Tablet,5,1200,6000
11466,2036-03-04,South,Laptop,3,1500,4500
11467,2033-04-05,South,Smartphone,4,500,2000
11468,2025-02-01,North,Accessories,3,500,1500
11469,2029-08-25,East,Smartphone,5,500,2500
11470,2029-11-12,South,Tablet,1,500,500
11471,2023-01-29,West,Laptop,5,2000,10000
11472,2025-06-25,South,Tablet,4,2000,8000
11473,2031-07-02,East,Smartphone,5,2000,10000
11474,2033-12-13,South,Tablet,3,2000,6000
11475,2031-03-14,North,Keyboard,2,800,1600
11476,2029-11-11,South,Monitor,3,2000,6000
11477,2035-10-10,South,Smartphone,4,800,3200
11478,2032-11-18,East,Tablet,1,1200,1200
11479,2032-09-23,North,Laptop,5,2000,10000
11480,2026-12-24,East,Tablet,1,1200,1200
11481,2036-03-26,South,Laptop,4,2000,8000
11482,2032-03-10,West,Monitor,5,1200,6000
11483,2024-05-30,South,Tablet,3,1500,4500
11484,2023-02-08,East,Monitor,3,1200,3600
11485,2032-02-25,West,Smartphone,4,800,3200
11486,2025-06-05,East,Laptop,5,500,2500
11487,2030-10-15,East,Keyboard,3,1200,3600
11488,2029-01-13,North,Smartphone,4,500,2000
11489,2026-01-03,West,Laptop,4,1500,6000
11490,2027-12-29,South,Monitor,1,1500,1500
11491,2031-10-07,East,Accessories,3,800,2400
11492,2031-08-22,South,Tablet,5,800,4000
11493,2031-06-21,North,Monitor,3,1200,3600
11494,2032-08-31,North,Laptop,3,2000,6000
11495,2033-05-06,West,Laptop,3,1500,4500
11496,2030-12-06,North,Laptop,4,500,2000
11497,2032-06-15,North,Laptop,2,2000,4000
11498,2032-08-12,South,Tablet,2,1500,3000
11499,2025-09-15,North,Smartphone,1,1200,1200
11500,2034-04-09,North,Keyboard,3,1500,4500
11501,2036-08-04,East,Accessories,2,800,1600
11502,2034-01-09,North,Tablet,1,500,500
11503,2034-06-11,East,Laptop,4,500,2000
11504,2027-08-10,North,Tablet,3,800,2400
11505,2035-10-10,North,Monitor,5,2000,10000
11506,2033-11-07,West,Keyboard,4,800,3200
11507,2025-07-22,West,Laptop,1,500,500
11508,2032-11-07,East,Accessories,4,1200,4800
11509,2031-11-08,North,Laptop,5,2000,10000
11510,2028-06-03,South,Keyboard,4,1500,6000
11511,2028-01-30,West,Accessories,1,1200,1200
11512,2031-05-15,South,Keyboard,5,2000,10000
11513,2025-03-03,West,Accessories,5,500,2500
11514,2025-03-02,West,Smartphone,4,500,2000
11515,2027-12-15,North,Smartphone,5,1200,6000
11516,2029-03-05,West,Tablet,4,2000,8000
11517,2032-11-19,South,Tablet,3,1500,4500
11518,2027-05-27,West,Accessories,5,1500,7500
11519,2025-09-11,East,Laptop,4,800,3200
11520,2033-01-24,North,Monitor,3,1200,3600
11521,2032-04-03,North,Monitor,5,2000,10000
11522,2024-06-03,East,Laptop,3,1200,3600
11523,2024-08-13,East,Laptop,5,1500,7500
11524,2025-11-16,East,Smartphone,1,2000,2000
11525,2032-12-12,West,Monitor,1,500,500
11526,2035-03-03,North,Accessories,4,500,2000
11527,2025-08-17,East,Keyboard,2,2000,4000
11528,2024-11-23,West,Tablet,1,1200,1200
11529,2033-09-04,East,Keyboard,2,1200,2400
11530,2035-04-01,South,Smartphone,3,500,1500
11531,2031-01-25,South,Monitor,3,500,1500
11532,2024-06-10,North,Laptop,2,1500,3000
11533,2031-10-30,West,Monitor,4,2000,8000
11534,2029-03-03,South,Accessories,5,1200,6000
11535,2032-02-27,South,Smartphone,2,1500,3000
11536,2033-11-09,West,Laptop,2,1200,2400
11537,2028-02-19,East,Keyboard,2,500,1000
11538,2027-10-30,West,Accessories,2,2000,4000
11539,2024-06-04,East,Keyboard,2,800,1600
11540,2025-10-13,South,Tablet,4,2000,8000
11541,2023-04-27,South,Smartphone,1,800,800
11542,2029-08-30,South,Accessories,5,1500,7500
11543,2024-08-06,North,Accessories,1,800,800
11544,2024-01-30,North,Keyboard,2,800,1600
11545,2033-05-16,North,Laptop,1,1500,1500
11546,2030-07-31,West,Tablet,4,2000,8000
11547,2034-05-30,South,Keyboard,3,1500,4500
11548,2033-07-27,South,Accessories,1,500,500
11549,2023-10-01,West,Smartphone,5,500,2500
11550,2028-07-06,North,Accessories,4,800,3200
11551,2035-02-20,West,Monitor,3,1500,4500
11552,2026-10-21,North,Smartphone,4,1500,6000
11553,2032-10-06,South,Smartphone,2,1500,3000
11554,2035-11-16,East,Accessories,3,2000,6000
11555,2023-06-15,North,Laptop,5,1200,6000
11556,2027-04-17,South,Smartphone,3,1200,3600
11557,2024-12-29,South,Monitor,5,1200,6000
11558,2028-08-05,East,Keyboard,2,2000,4000
11559,2034-06-29,South,Laptop,5,1500,7500
11560,2032-07-28,South,Laptop,4,1200,4800
11561,2025-02-17,North,Laptop,1,1500,1500
11562,2023-08-02,North,Smartphone,4,800,3200
11563,2033-04-20,East,Laptop,4,1200,4800
11564,2027-04-26,East,Accessories,3,800,2400
11565,2029-09-14,South,Laptop,2,2000,4000
11566,2031-01-15,North,Monitor,1,500,500
11567,2031-07-15,East,Tablet,5,2000,10000
11568,2024-08-14,East,Monitor,3,2000,6000
11569,2030-06-13,West,Smartphone,2,2000,4000
11570,2024-12-14,East,Laptop,1,1200,1200
11571,2025-07-24,South,Laptop,4,800,3200
11572,2034-11-16,North,Accessories,2,1200,2400
11573,2023-01-02,East,Keyboard,2,500,1000
11574,2030-10-19,West,Laptop,2,2000,4000
11575,2034-01-27,North,Monitor,4,1500,6000
11576,2028-05-03,East,Smartphone,5,500,2500
11577,2025-07-06,West,Tablet,3,800,2400
11578,2031-09-10,East,Laptop,5,500,2500
11579,2029-02-19,North,Tablet,1,1200,1200
11580,2023-03-31,North,Laptop,3,1500,4500
11581,2027-09-06,North,Smartphone,1,1200,1200
11582,2028-12-09,South,Keyboard,4,2000,8000
11583,2034-08-09,East,Monitor,5,2000,10000
11584,2031-04-30,South,Smartphone,2,500,1000
11585,2023-04-16,North,Tablet,3,2000,6000
11586,2025-06-05,West,Laptop,2,2000,4000
11587,2024-03-03,East,Tablet,1,800,800
11588,2028-03-10,South,Monitor,2,800,1600
11589,2023-11-13,East,Smartphone,2,1200,2400
11590,2024-09-26,West,Tablet,4,1200,4800
11591,2028-04-09,South,Tablet,4,800,3200
11592,2028-08-18,North,Monitor,5,500,2500
11593,2031-08-11,South,Laptop,1,800,800
11594,2029-03-20,East,Tablet,4,1200,4800
11595,2026-12-10,East,Monitor,4,1500,6000
11596,2024-07-06,East,Laptop,5,2000,10000
11597,2024-12-16,East,Keyboard,3,1500,4500
11598,2033-09-16,North,Laptop,5,1500,7500
11599,2027-09-10,South,Keyboard,2,2000,4000
11600,2032-04-12,North,Smartphone,2,800,1600
11601,2026-01-12,North,Monitor,4,500,2000
11602,2034-07-08,North,Laptop,4,1500,6000
11603,2023-09-08,East,Keyboard,5,500,2500
11604,2029-08-27,East,Keyboard,5,1200,6000
11605,2028-08-16,East,Smartphone,1,1500,1500
11606,2024-04-03,South,Accessories,2,1200,2400
11607,2023-07-27,West,Monitor,5,800,4000
11608,2025-06-18,East,Accessories,3,1500,4500
11609,2032-06-23,South,Laptop,1,1200,1200
11610,2032-04-08,East,Monitor,5,1200,6000
11611,2023-01-22,East,Smartphone,4,800,3200
11612,2024-02-14,North,Laptop,5,500,2500
11613,2025-06-13,North,Monitor,4,500,2000
11614,2024-05-29,North,Monitor,4,1500,6000
11615,2036-06-05,South,Accessories,2,800,1600
11616,2036-08-09,West,Laptop,2,1500,3000
11617,2034-04-02,West,Smartphone,5,500,2500
11618,2028-11-04,South,Smartphone,5,800,4000
11619,2032-11-04,East,Laptop,3,2000,6000
11620,2031-02-04,South,Laptop,1,800,800
11621,2027-04-10,East,Keyboard,1,800,800
11622,2026-06-20,South,Tablet,5,2000,10000
11623,2028-12-09,South,Accessories,2,1200,2400
